reference_product,unit,process_role,category,dataset_count
"peanut seed, at farm",kilogram,market,material/Agricultural/Plant seeds/Market,1
"peanut seed, at farm",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,2
"peanut seed, for sowing",kilogram,market,material/Agricultural/Plant seeds/Market,1
"peanut seed, for sowing",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,2
pear,kilogram,market,material/Agricultural/Plant production/Fruits/Market,1
pear,kilogram,transformation,material/Agricultural/Plant production/Fruits/Transformation,5
pear,kilogram,transformation,material/Others/Obsolete,1
peat,kilogram,market,material/Fuels/Peat/Market,2
peat,kilogram,market,material/Others/Obsolete,1
peat,kilogram,transformation,material/Fuels/Peat/Transformation,2
peat moss,cubic meter,market,material/Agricultural/Intermediate products/Market,1
peat moss,cubic meter,transformation,material/Agricultural/Intermediate products/Transformation,2
pendimethalin,kilogram,market,material/Chemicals/Pesticides/Market,1
pendimethalin,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
pentaerythritol,kilogram,market,material/Chemicals/Organic/Market,1
pentaerythritol,kilogram,transformation,material/Chemicals/Organic/Transformation,2
pentane,kilogram,market,material/Chemicals/Organic/Market,1
pentane,kilogram,transformation,material/Chemicals/Organic/Transformation,3
pentane,kilogram,transformation,material/Others/Obsolete,2
perfluoropentane,kilogram,market,material/Chemicals/Organic/Market,1
perfluoropentane,kilogram,transformation,material/Chemicals/Inorganic/Transformation,1
perlite,kilogram,market,material/Minerals/Market,1
perlite,kilogram,transformation,material/Minerals/Transformation,2
"permanent magnet, for electric motor",kilogram,market,material/Electronics/Component/Market,1
"permanent magnet, for electric motor",kilogram,transformation,material/Electronics/Component/Transformation,1
"pesticide, unspecified",kilogram,market,material/Chemicals/Pesticides/Market,1
"pesticide, unspecified",kilogram,transformation,material/Chemicals/Pesticides/Market,1
"pesticide, unspecified",kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
PET (waste treatment),kilogram,transformation,waste treatment/Recycling/Transformation,1
"petrol, 15% ETBE additive by volume, with ethanol from biomass",kilogram,market,material/Fuels/Oil/Petrol/Market,1
"petrol, 15% ETBE additive by volume, with ethanol from biomass",kilogram,transformation,material/Fuels/Oil/Petrol/Transformation,2
"petrol, 4% ETBE additive by volume, with ethanol from biomass",kilogram,market,material/Fuels/Oil/Petrol/Market,1
"petrol, 4% ETBE additive by volume, with ethanol from biomass",kilogram,transformation,material/Fuels/Oil/Petrol/Transformation,2
"petrol, 5% ethanol by volume from biomass",kilogram,market,material/Fuels/Oil/Petrol/Market,1
"petrol, 5% ethanol by volume from biomass",kilogram,transformation,material/Fuels/Oil/Petrol/Transformation,1
"petrol, 85% ethanol by volume from biomass",kilogram,transformation,material/Fuels/Oil/Petrol/Transformation,1
"petrol, low-sulfur",kilogram,market,material/Fuels/Oil/Petrol/Market,3
"petrol, low-sulfur",kilogram,transformation,material/Fuels/Oil/Petrol/Market/Import,1
"petrol, low-sulfur",kilogram,transformation,material/Fuels/Oil/Petrol/Transformation,3
"petrol, two-stroke blend",kilogram,market,material/Fuels/Oil/Petrol/Market,1
"petrol, two-stroke blend",kilogram,transformation,material/Fuels/Oil/Petrol/Transformation,3
"petrol, unleaded",kilogram,market,material/Fuels/Oil/Petrol/Market,7
"petrol, unleaded",kilogram,transformation,material/Fuels/Oil/Petrol/Market/Import,5
"petrol, unleaded",kilogram,transformation,material/Fuels/Oil/Petrol/Transformation,9
"petrol, unleaded",kilogram,transformation,material/Others/Obsolete,1
"petrol, unleaded, burned in machinery",megajoule,market,material/Fuels/Oil/Petrol/Market,1
"petrol, unleaded, burned in machinery",megajoule,transformation,material/Fuels/Oil/Petrol/Transformation,1
petroleum,kilogram,market,material/Fuels/Oil/Crude oil/Market,4
petroleum,kilogram,market,material/Others/Obsolete,1
petroleum,kilogram,transformation,material/Fuels/Oil/Crude oil/Transformation,51
petroleum,kilogram,transformation,material/Others/Obsolete,8
petroleum coke,kilogram,market,material/Fuels/Coal/Market,1
petroleum coke,kilogram,transformation,material/Fuels/Coal/Transformation,3
petroleum coke,kilogram,transformation,material/Others/Obsolete,1
"petroleum combustion, in drilling tests",kilogram,market,material/Fuels/Oil/Crude oil/Market/Infrastructure,1
"petroleum combustion, in drilling tests",kilogram,transformation,material/Fuels/Oil/Crude oil/Transformation/Infrastructure,1
petroleum refinery,unit,market,material/Fuels/Oil/Crude oil/Market/Infrastructure,1
petroleum refinery,unit,transformation,material/Fuels/Oil/Crude oil/Transformation/Infrastructure,2
petroleum slack wax,kilogram,market,material/Chemicals/Others/Market,1
petroleum slack wax,kilogram,transformation,material/Chemicals/Others/Transformation,7
phacelia silage,kilogram,market,material/Agricultural/Animal feed/Market,1
phacelia silage,kilogram,transformation,material/Agricultural/Animal feed/Transformation,3
phenol,kilogram,market,material/Chemicals/Organic/Market,2
phenol,kilogram,market,material/Others/Obsolete,1
phenol,kilogram,transformation,material/Chemicals/Organic/Transformation,3
phenol,kilogram,transformation,material/Others/Obsolete,2
phenolic resin,kilogram,market,material/Chemicals/Organic/Market,2
phenolic resin,kilogram,market,material/Others/Obsolete,1
phenolic resin,kilogram,transformation,material/Chemicals/Organic/Transformation,2
phenoxy-compound,kilogram,market,material/Chemicals/Pesticides/Market,1
phenoxy-compound,kilogram,transformation,material/Chemicals/Pesticides/Transformation,2
phenyl acetic acid,kilogram,market,material/Chemicals/Acids (organic)/Market,1
phenyl acetic acid,kilogram,transformation,material/Chemicals/Acids (organic)/Transformation,2
phenyl isocyanate,kilogram,market,material/Chemicals/Acids (organic)/Market,1
phenyl isocyanate,kilogram,transformation,material/Chemicals/Acids (organic)/Transformation,2
"phosgene, liquid",kilogram,market,material/Chemicals/Organic/Market,2
"phosgene, liquid",kilogram,transformation,material/Chemicals/Organic/Transformation,2
phosphane,kilogram,market,material/Chemicals/Inorganic/Market,1
phosphane,kilogram,transformation,material/Chemicals/Inorganic/Transformation,1
"phosphate fertiliser, as P2O5",kilogram,market,material/Others/Obsolete,1
"phosphate fertiliser, as P2O5",kilogram,transformation,material/Others/Obsolete,23
"phosphate rock, as P2O5, beneficiated, dry",kilogram,market,material/Others/Obsolete,1
"phosphate rock, as P2O5, beneficiated, dry",kilogram,transformation,material/Others/Obsolete,2
"phosphate rock, as P2O5, beneficiated, wet",kilogram,market,material/Others/Obsolete,1
"phosphate rock, as P2O5, beneficiated, wet",kilogram,transformation,material/Others/Obsolete,2
"phosphate rock, beneficiated",kilogram,market,material/Chemicals/Inorganic/Market,4
"phosphate rock, beneficiated",kilogram,transformation,material/Chemicals/Inorganic/Transformation,4
"phosphoric acid factory, fertiliser grade",unit,market,material/Chemicals/Acids (inorganic)/Market/Infrastructure,1
"phosphoric acid factory, fertiliser grade",unit,transformation,material/Chemicals/Acids (inorganic)/Transformation/Infrastructure,2
"phosphoric acid, fertiliser grade, without water, in 70% solution state",kilogram,market,material/Chemicals/Acids (inorganic)/Market,2
"phosphoric acid, fertiliser grade, without water, in 70% solution state",kilogram,market,material/Others/Obsolete,1
"phosphoric acid, fertiliser grade, without water, in 70% solution state",kilogram,transformation,material/Chemicals/Acids (inorganic)/Transformation,4
"phosphoric acid, industrial grade, without water, in 85% solution state",kilogram,market,material/Chemicals/Acids (inorganic)/Market,1
"phosphoric acid, industrial grade, without water, in 85% solution state",kilogram,transformation,material/Chemicals/Acids (inorganic)/Transformation,2
phosphorous chloride,kilogram,market,material/Chemicals/Inorganic/Market,2
phosphorous chloride,kilogram,market,material/Others/Obsolete,1
phosphorous chloride,kilogram,transformation,material/Chemicals/Inorganic/Transformation,2
phosphorus oxychloride,kilogram,market,material/Chemicals/Inorganic/Market,2
phosphorus oxychloride,kilogram,market,material/Others/Obsolete,1
phosphorus oxychloride,kilogram,transformation,material/Chemicals/Inorganic/Transformation,3
phosphorus pentachloride,kilogram,market,material/Chemicals/Inorganic/Market,1
phosphorus pentachloride,kilogram,transformation,material/Chemicals/Inorganic/Transformation,2
phosphorus trichloride,kilogram,market,material/Chemicals/Inorganic/Market,1
phosphorus trichloride,kilogram,transformation,material/Chemicals/Inorganic/Transformation,1
"phosphorus, white, liquid",kilogram,market,material/Chemicals/Inorganic/Market,1
"phosphorus, white, liquid",kilogram,transformation,material/Chemicals/Inorganic/Transformation,2
phosphoryl chloride,kilogram,market,material/Others/Obsolete,1
photovoltaic cell factory,unit,market,material/Electronics/Photovoltaic/Market/Infrastructure,1
photovoltaic cell factory,unit,transformation,material/Electronics/Photovoltaic/Transformation/Infrastructure,2
"photovoltaic cell, multi-Si wafer",square meter,market,material/Electronics/Photovoltaic/Market,1
"photovoltaic cell, multi-Si wafer",square meter,transformation,material/Electronics/Photovoltaic/Transformation,2
"photovoltaic cell, ribbon-Si",square meter,market,material/Electronics/Photovoltaic/Market,1
"photovoltaic cell, ribbon-Si",square meter,transformation,material/Electronics/Photovoltaic/Transformation,2
"photovoltaic cell, single-Si wafer",square meter,market,material/Electronics/Photovoltaic/Market,1
"photovoltaic cell, single-Si wafer",square meter,transformation,material/Electronics/Photovoltaic/Transformation,2
"photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building",unit,market,energy/Electricity by fuel/Photovoltaic/Market/Infrastructure,1
"photovoltaic facade installation, 3kWp, multi-Si, laminated, integrated, at building",unit,transformation,energy/Electricity by fuel/Photovoltaic/Transformation/Infrastructure,2
"photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building",unit,market,energy/Electricity by fuel/Photovoltaic/Market/Infrastructure,1
"photovoltaic facade installation, 3kWp, multi-Si, panel, mounted, at building",unit,transformation,energy/Electricity by fuel/Photovoltaic/Transformation/Infrastructure,2
"photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building",unit,market,energy/Electricity by fuel/Photovoltaic/Market/Infrastructure,1
"photovoltaic facade installation, 3kWp, single-Si, laminated, integrated, at building",unit,transformation,energy/Electricity by fuel/Photovoltaic/Transformation/Infrastructure,2
"photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building",unit,market,energy/Electricity by fuel/Photovoltaic/Market/Infrastructure,1
"photovoltaic facade installation, 3kWp, single-Si, panel, mounted, at building",unit,transformation,energy/Electricity by fuel/Photovoltaic/Transformation/Infrastructure,2
"photovoltaic flat-roof installation, 3kWp, multi-Si, on roof",unit,market,energy/Electricity by fuel/Photovoltaic/Market/Infrastructure,1
"photovoltaic flat-roof installation, 3kWp, multi-Si, on roof",unit,transformation,energy/Electricity by fuel/Photovoltaic/Transformation/Infrastructure,2
