name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning,lineage_kind,lineage_scope,lineage_file,lineage_source,lineage_comment,lineage_fit,lineage_confidence,lineage_flags,screening_flags,followup_outcome,followup_reason,final_confidence
urea ammonium nitrate production,urea ammonium nitrate mix,RoW,kilogram,same_target,0.347714,0.85,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""reference product"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""reference product"": ""xx Urea ammonium nitrate, as N, at regional storehouse"", ""unit"": ""kilogram""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.,algorithmic,not_applicable,,,,,,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347714
market for filter dust from Al electrolysis,filter dust from Al electrolysis,RoW,kilogram,same_target,0.347867,0.4,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, filter dust Al electrolysis, 0% water, to residual material landfill"", ""reference product"": ""Disposal, filter dust Al electrolysis, 0% water, to residual material landfill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, filter dust Al electrolysis, 0% water, to residual material landfill"", ""reference product"": ""Disposal, filter dust Al electrolysis, 0% water, to residual material landfill"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""market for filter dust from Al electrolysis"", ""reference product"": ""filter dust from Al electrolysis"", ""unit"": ""kilogram""}",,rough proxy,0.4,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.347867
market for glass tube factory,glass tube factory,GLO,unit,same_target,0.348034,1,False,True,Both mappings select the identical target.,"{""location"": ""DE"", ""name"": ""Glass tube plant"", ""reference product"": ""Glass tube plant"", ""unit"": ""unit""}","{""location"": ""DE"", ""name"": ""Glass tube plant"", ""reference product"": ""Glass tube plant"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,reviewed_from_unmapped_3.10.json,"{""location"": ""GLO"", ""name"": ""market for glass tube factory"", ""reference product"": ""glass tube factory"", ""unit"": ""unit""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348034
"magnesium production, electrolysis",magnesium,IL,kilogram,same_target,0.348333,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Magnesium, at plant"", ""reference product"": ""Magnesium, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Magnesium, at plant"", ""reference product"": ""Magnesium, at plant"", ""unit"": ""kilogram""}",curated,"[Curated] Romain's CSV, auto-reconciled.",auto_reconciled_curated,inherited_location,reconciled_curated_3.10.csv,"{""location"": ""RoW"", ""name"": ""magnesium production, electrolysis"", ""reference product"": ""magnesium"", ""unit"": ""kilogram""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348333
"sewer grid construction, 1E9l/year, 30 km","sewer grid, 1E9l/year, 30 km",CH,kilometer,same_target,0.348334,0.7,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Sewer grid, class 1"", ""reference product"": ""Sewer grid, class 1"", ""unit"": ""kilometer""}","{""location"": ""CH"", ""name"": ""Sewer grid, class 1"", ""reference product"": ""Sewer grid, class 1"", ""unit"": ""kilometer""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""sewer grid construction, 1E9l/year, 30 km"", ""reference product"": ""sewer grid, 1E9l/year, 30 km"", ""unit"": ""kilometer""}",,good proxy,0.7,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348334
"treatment of bottom ash, MSWI[F], wood ash mixture, pure, slag compartment","bottom ash, MSWI[F], wood ash mixture, pure",CH,kilogram,same_target,0.348379,0.7,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, wood ash mixture, pure, 0% water, to landfarming"", ""reference product"": ""Disposal, wood ash mixture, pure, 0% water, to landfarming"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, wood ash mixture, pure, 0% water, to landfarming"", ""reference product"": ""Disposal, wood ash mixture, pure, 0% water, to landfarming"", ""unit"": ""kilogram""}",disposal_fuzzy,[Rule disposal-fuzzy] Best Disposal/Treatment target of same unit at >=0.45.,algorithmic,not_applicable,,,,,,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348379
"treatment of sewage sludge, 70% water, WWT, WW from pig iron production, municipal incineration FAE","sewage sludge, 70% water, WWT, WW from pig iron production",CH,kilogram,same_target,0.34839,0.7,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, sludge, pig iron production, 8.6% water, to residual material landfill"", ""reference product"": ""Disposal, sludge, pig iron production, 8.6% water, to residual material landfill"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, sludge, pig iron production, 8.6% water, to residual material landfill"", ""reference product"": ""Disposal, sludge, pig iron production, 8.6% water, to residual material landfill"", ""unit"": ""kilogram""}",review,"[Manual] good proxy: rule: waste disposal, material-aligned | Reviewed by hand (Karin).",script_rule,exact_source,mapping_decisions.json,"{""location"": ""CH"", ""name"": ""treatment of sewage sludge, 70% water, WWT, WW from pig iron production, municipal incineration FAE"", ""reference product"": ""sewage sludge, 70% water, WWT, WW from pig iron production"", ""unit"": ""kilogram""}","rule: waste disposal, material-aligned",good proxy,0.7,,waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.34839
nuclear fuel factory construction,nuclear fuel factory,RoW,unit,same_target,0.348409,0.85,False,True,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Nuclear fuel fabrication plant"", ""reference product"": ""Nuclear fuel fabrication plant"", ""unit"": ""unit""}","{""location"": ""GLO"", ""name"": ""Nuclear fuel fabrication plant"", ""reference product"": ""Nuclear fuel fabrication plant"", ""unit"": ""unit""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348409
"rare earth element mine operation and beneficiation, ion adsorption clays",rare earth carbonate concentrate,CN,kilogram,same_target,0.348537,1,False,False,Both mappings select the identical target.,"{""location"": ""CN"", ""name"": ""Rare earth concentrate, 70% REO, from bastnasite, at beneficiation"", ""reference product"": ""Rare earth concentrate, 70% REO, from bastnasite, at beneficiation"", ""unit"": ""kilogram""}","{""location"": ""CN"", ""name"": ""Rare earth concentrate, 70% REO, from bastnasite, at beneficiation"", ""reference product"": ""Rare earth concentrate, 70% REO, from bastnasite, at beneficiation"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""CN"", ""name"": ""rare earth element mine operation and beneficiation, ion adsorption clays"", ""reference product"": ""rare earth carbonate concentrate"", ""unit"": ""kilogram""}",,exact,1.0,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348537
flat glass factory construction,flat glass factory,RoW,unit,same_target,0.348611,0.9,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Flat glass plant"", ""reference product"": ""Flat glass plant"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Flat glass plant"", ""reference product"": ""Flat glass plant"", ""unit"": ""unit""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348611
market for nylon 6-6,nylon 6-6,RoW,kilogram,same_target,0.348625,0.9,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Nylon 6, at plant"", ""reference product"": ""Nylon 6, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Nylon 6, at plant"", ""reference product"": ""Nylon 6, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348625
"cement production, CEM IV/A","cement, CEM IV/A",Europe without Switzerland,kilogram,same_target,0.348718,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""CEM I cement, at plant"", ""reference product"": ""CEM I cement, at plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""CEM I cement, at plant"", ""reference product"": ""CEM I cement, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,reviewed_from_unmapped_3.10.json,"{""location"": ""Europe without Switzerland"", ""name"": ""cement production, CEM IV/A"", ""reference product"": ""cement, CEM IV/A"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348718
"cement production, CEM IV/A","cement, CEM IV/A",RoW,kilogram,same_target,0.348718,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""CEM I cement, at plant"", ""reference product"": ""CEM I cement, at plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""CEM I cement, at plant"", ""reference product"": ""CEM I cement, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,reviewed_from_unmapped_3.10.json,"{""location"": ""RoW"", ""name"": ""cement production, CEM IV/A"", ""reference product"": ""cement, CEM IV/A"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348718
"cement production, CEM IV/B","cement, CEM IV/B",Europe without Switzerland,kilogram,same_target,0.348718,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""CEM I cement, at plant"", ""reference product"": ""CEM I cement, at plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""CEM I cement, at plant"", ""reference product"": ""CEM I cement, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,reviewed_from_unmapped_3.10.json,"{""location"": ""Europe without Switzerland"", ""name"": ""cement production, CEM IV/B"", ""reference product"": ""cement, CEM IV/B"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348718
"cement production, CEM IV/B","cement, CEM IV/B",RoW,kilogram,same_target,0.348718,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""CEM I cement, at plant"", ""reference product"": ""CEM I cement, at plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""CEM I cement, at plant"", ""reference product"": ""CEM I cement, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,reviewed_from_unmapped_3.10.json,"{""location"": ""RoW"", ""name"": ""cement production, CEM IV/B"", ""reference product"": ""cement, CEM IV/B"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.348718
